Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,ChurnLikelihood
4,63500,CS,3,4,Medium,Single,Bachelor,3.667,18,1,2,0,Highly Likely
3,55000,Legal,4,4,Short,Married,High School,4,32,1,3,0,Highly Likely
10,72500,QA,3,4,Medium,Single,High School,3,48,1,4,1,Highly Likely
6,75000,SL,2,3,Long,Married,Bachelor,3,18,1,4,0,Highly Likely
11,59500,PR,1,4.5,Short,Married,High School,3.667,32,1,4,3,Highly Likely
13,67000,IT,5,3,Long,Married,Bachelor,3.667,12,0,4,2,Highly Likely
7,61000,CS,3,3,Long,Married,Bachelor,2.667,12,1,3,0,Highly Likely
4,57500,MKT,4,3,Short,Married,High School,3.333,72,1,4,0,Highly Likely
2,61000,SL,3,4,Long,Married,Bachelor,3.667,24,1,3,0,Highly Likely
3,62500,Legal,3,3,Short,Single,Bachelor,3,18,1,2,0,Highly Likely
5,64000,PRO,4,4,Medium,Divorced,Bachelor,3.333,24,1,3.62,0,Highly Likely
9,72500,ACC,4,4,Short,Married,Bachelor,3.667,24,1,4,3,Highly Likely
4,53500,ACC,5,4,Medium,Single,Bachelor,3,18,1,3,0,Highly Likely
7,53000,HR,4,4,Long,Married,High School,3,30,1,3,1,Highly Likely
9,76000,SL,4,4,Short,Married,Bachelor,4,12,1,4,1,Highly Likely
12,72500,PRO,5,3.5,Short,Single,Bachelor,3,12,1,4,3,Highly Likely
10,72500,MKT,3,4,Long,Married,Bachelor,3.667,30,1,3.62,2,Highly Likely
7,55000,ADM,4,4.5,Short,Married,Bachelor,3.667,30,1,3.62,1,Highly Likely
6,73000,MKT,3,4,Long,Single,Bachelor,3.333,24,1,3,0,Highly Likely
10,58500,OPR,4,4,Long,Married,Bachelor,4,30,1,3,2,Highly Likely
16,78000,SL,5,4.5,Short,Divorced,Bachelor,3.333,12,1,3,9,Highly Likely
4,70000,MKT,2,3,Medium,Married,High School,2.667,88,1,3,0,Highly Likely
6,70500,RD,3,4,Medium,Divorced,High School,3.333,40,1,3,0,Highly Likely
6,77000,ACC,1,2,Long,Single,Bachelor,3,36,1,3,0,Highly Likely
4,59000,PR,2,3.5,Long,Single,Bachelor,3.333,36,1,3,0,Highly Likely
4,56000,QA,3,3.5,Medium,Divorced,Bachelor,4,18,1,4,0,Highly Likely
12,63500,FM,3,3.5,Short,Divorced,High School,3.667,48,1,3.62,3,Highly Likely
9,86000,SL,5,3.5,Medium,Single,Master,2.667,18,1,3,0,Highly Likely
10,67500,FM,2,4,Short,Married,Bachelor,4,6,1,3,2,Highly Likely
9,63000,ADM,4,3.5,Medium,Married,Bachelor,3,24,1,3,0,Highly Likely
10,66500,OPR,3,4,Short,Single,High School,3.333,30,1,3,3,Highly Likely
4,57500,PR,5,4,Long,Married,High School,3.667,72,1,4,0,Highly Likely
9,70500,PRO,2,4,Long,Married,Bachelor,4,30,1,3,3,Highly Likely
11,66500,Legal,3,3,Medium,Single,High School,3.333,96,1,3,2,Highly Likely
5,59500,ACC,4,4.5,Long,Married,High School,4,40,1,4,0,Highly Likely
8,67500,MKT,4,4,Medium,Divorced,High School,3.667,32,1,4,1,Highly Likely
6,55000,PRO,1,4,Long,Married,Bachelor,3.667,12,1,3,0,Highly Likely
5,55500,ADM,5,4,Medium,Married,Bachelor,4,18,1,3,0,Highly Likely
9,60000,QA,4,4.5,Medium,Divorced,High School,3.333,56,1,3,0,Highly Likely
1,55500,CS,3,3.5,Medium,Single,Bachelor,2.667,24,1,3,0,Highly Likely
2,47000,RD,4,3.5,Short,Single,High School,3,30,1,3,0,Highly Likely
5,66000,HR,4,4.5,Short,Divorced,Bachelor,3.333,24,1,2,0,Highly Likely
14,82500,CS,3,3.5,Medium,Single,Master,3.333,24,1,3,1,Highly Likely
2,63500,MKT,4,4,Long,Married,Bachelor,3.333,36,1,3,0,Highly Likely
5,63000,ACC,4,4.5,Medium,Married,Bachelor,3,12,1,4,0,Highly Likely
2,74500,IT,4,4.5,Long,Married,Master,3.333,30,1,4,0,Highly Likely
4,53500,HR,3,3.5,Medium,Married,Bachelor,3,18,1,3,0,Highly Likely
10,71500,SL,3,3,Long,Single,Bachelor,3.333,12,1,3,0,Highly Likely
6,74000,PM,3,4,Short,Married,High School,3,88,1,4,0,Highly Likely
4,60000,ACC,3,3.5,Medium,Single,Bachelor,3.333,12,0,3,0,Highly Likely
3,75500,PR,5,4.5,Long,Divorced,Bachelor,4.333,30,1,3.62,0,Highly Likely
3,78000,RD,5,4.5,Medium,Married,Master,3.667,30,1,3,0,Highly Likely
5,62500,SL,1,4,Long,Married,High School,3.667,40,1,3,0,Highly Likely
5,78000,RD,5,3,Long,Married,Bachelor,3,24,1,3,0,Highly Likely
2,68000,CS,4,4,Short,Divorced,Bachelor,3.667,12,1,3,0,Highly Likely
19,79500,RD,3,3.5,Long,Single,Bachelor,3.333,18,1,2,9,Highly Likely
8,69500,HR,3,4,Medium,Single,Master,3.667,30,1,4,1,Highly Likely
10,60500,CS,4,4.5,Long,Married,Bachelor,3.667,36,1,3,1,Highly Likely
5,79500,PR,3,3.5,Long,Single,Bachelor,3,12,1,3,0,Highly Likely
7,71500,SL,4,4,Short,Married,Bachelor,4,12,1,3,0,Highly Likely
9,68500,ACC,3,3.5,Short,Single,High School,3.333,80,1,4,3,Highly Likely
4,53500,HR,2,4,Medium,Divorced,Bachelor,4,12,1,4,0,Highly Likely
7,67000,HR,5,5,Short,Married,High School,4,32,1,4,1,Highly Likely
5,71000,PR,3,3.5,Short,Married,High School,3.667,72,1,3,0,Highly Likely
4,70000,ACC,3,3.5,Short,Single,Bachelor,3.333,24,1,3.62,0,Highly Likely
1,53500,IT,2,4,Short,Divorced,Bachelor,3.333,36,1,3,0,Highly Likely
3,58000,ACC,3,4,Medium,Divorced,Bachelor,3.667,30,1,3,0,Highly Likely
8,57500,HR,5,4.5,Medium,Married,High School,4,40,1,2,0,Highly Likely
10,80000,PRO,4,4.5,Long,Divorced,Bachelor,3.667,6,1,3,2,Highly Likely
6,70500,FM,3,4,Medium,Married,High School,3.667,64,1,4,0,Highly Likely
14,74500,IT,4,3.5,Short,Married,High School,3.333,96,1,3,5,Highly Likely
4,70500,QA,5,4,Medium,Single,Bachelor,3,6,1,4,0,Highly Likely
5,62000,PRO,4,3.5,Medium,Married,Bachelor,3.667,30,1,3.62,0,Highly Likely
15,71500,IT,3,3.5,Long,Married,High School,4,80,1,3.62,6,Highly Likely
8,73000,IT,4,4.5,Medium,Married,Master,4,30,1,4,0,Highly Likely
3,62000,HR,4,3.5,Medium,Single,Master,3.333,30,1,3,0,Highly Likely
16,91000,SL,5,3.5,Medium,Married,Bachelor,4,36,1,3,9,Highly Likely
7,73000,IT,3,3.5,Long,Single,Bachelor,3.333,12,1,4,0,Highly Likely
7,62500,QA,3,4,Medium,Divorced,High School,3.667,40,1,4,0,Highly Likely
4,76000,SL,4,3.5,Medium,Married,Master,3.667,36,0,3,0,Highly Likely
9,72500,RD,3,3.5,Medium,Married,High School,3,40,0,3,1,Highly Likely
17,81500,PM,4,3.5,Short,Single,Bachelor,3.333,12,1,3,9,Highly Likely
12,57000,QA,4,4.5,Medium,Married,Bachelor,3.667,36,1,2,3,Highly Likely
20,77000,SL,4,4,Long,Married,High School,3.667,32,1,3,14,Highly Likely
2,56500,MKT,4,4,Long,Married,Bachelor,3.667,6,1,3,0,Highly Likely
5,59500,CS,3,3,Medium,Single,High School,3,56,1,3,0,Highly Likely
19,85000,SL,2,3.5,Long,Married,Bachelor,3.333,36,1,2,0,Highly Likely
3,72000,CS,4,3.5,Short,Married,Bachelor,3.667,12,1,3,0,Highly Likely
3,59500,OPR,5,3,Long,Divorced,Bachelor,3,30,1,3,0,Highly Likely
8,64000,ACC,5,3.5,Medium,Single,High School,3,32,1,3,0,Highly Likely
8,78500,MKT,3,3,Short,Married,Bachelor,3.333,24,1,4,2,Highly Likely
9,72000,Legal,3,4,Medium,Married,Bachelor,3.667,12,1,3,1,Highly Likely
9,72500,Legal,4,4,Short,Married,High School,4,48,1,3,2,Highly Likely
7,87000,SL,4,4.5,Medium,Married,Bachelor,3.667,24,1,3,6,Highly Likely
4,57000,SL,5,3.5,Long,Married,Bachelor,3,12,1,3,0,Highly Likely
8,77500,SL,4,4.5,Medium,Divorced,Bachelor,4,30,1,4,0,Highly Likely
19,85500,CS,3,4,Medium,Married,Bachelor,3,30,0,3,12,Highly Likely
16,72000,RD,3,3.5,Medium,Married,Bachelor,3.333,12,1,3,4,Highly Likely
9,75000,FM,4,4,Short,Single,Master,3.333,36,1,3,3,Highly Likely
13,72000,CS,3,3.5,Short,Divorced,Bachelor,3,30,1,2,3,Highly Likely
9,76000,PRO,2,4,Medium,Single,Bachelor,3,24,1,4,2,Highly Likely
3,46000,CS,4,4,Medium,Married,Bachelor,3.333,18,1,3,0,Highly Likely
1,57000,MKT,3,3,Medium,Single,High School,3,64,1,2,0,Highly Likely
19,85000,PR,5,3.5,Medium,Married,Bachelor,3,12,1,3,7,Highly Likely
7,66000,Legal,5,4,Long,Married,Bachelor,3.667,12,1,3,0,Highly Likely
5,62000,PRO,3,4,Medium,Married,Bachelor,4,24,1,3,0,Highly Likely
6,78500,CS,2,3.5,Short,Single,Bachelor,3,12,1,3,0,Highly Likely
3,58500,PRO,3,4,Long,Married,High School,3.333,64,1,3,0,Highly Likely
23,79000,ACC,5,3.5,Medium,Single,Bachelor,3.333,18,1,3,6,Highly Likely
21,88000,RD,5,4,Medium,Divorced,Bachelor,3.333,30,1,3,7,Highly Likely
6,71500,OPR,3,4,Long,Married,High School,3.667,30,1,3,0,Highly Likely
6,67500,QA,4,4.5,Short,Single,High School,4,72,1,4,0,Highly Likely
2,57000,CS,4,4,Medium,Married,Bachelor,3.333,30,1,4,0,Highly Likely
4,71500,SL,2,3,Long,Divorced,Bachelor,3.333,30,1,3,0,Highly Likely
5,64500,OPR,4,4,Short,Married,Bachelor,3,30,0,3,0,Highly Likely
14,57500,FM,1,4,Long,Single,High School,3.333,24,1,3,2,Highly Likely
8,67500,OPR,3,4.5,Long,Married,Bachelor,3.333,24,1,4,1,Highly Likely
1,68000,QA,4,3.5,Medium,Married,Bachelor,3.333,30,1,3,0,Highly Likely
7,62000,CS,5,4,Long,Married,High School,3.333,88,0,4,0,Highly Likely
6,60500,PR,5,4.5,Long,Married,High School,4.333,32,0,4,0,Highly Likely
9,75000,SL,5,4.5,Short,Single,High School,4.333,24,1,3,1,Highly Likely
11,73000,Legal,3,4,Long,Married,Bachelor,3,12,1,3,2,Highly Likely
12,79500,SL,4,4,Medium,Single,Bachelor,3,30,1,3,6,Highly Likely
11,66500,MKT,2,3.5,Medium,Married,High School,3.333,32,1,4,3,Highly Likely
9,58000,OPR,5,4.5,Medium,Married,Bachelor,4,6,1,4,1,Highly Likely
6,68000,SL,3,3.5,Long,Married,Bachelor,3.667,36,1,3,0,Highly Likely
3,68000,RD,2,4,Short,Married,Bachelor,3.333,6,1,3,0,Highly Likely
12,73000,RD,2,4,Short,Divorced,Bachelor,3.333,18,1,3.62,3,Highly Likely
8,66500,MKT,4,3.5,Long,Divorced,Bachelor,3,12,1,3,2,Highly Likely
1,64000,QA,5,3.5,Medium,Divorced,Bachelor,3.667,18,1,3,0,Highly Likely
6,62000,Legal,3,4,Medium,Married,Bachelor,3,24,1,2,0,Highly Likely
6,74000,SL,4,5,Medium,Married,Bachelor,4,18,1,4,0,Highly Likely
1,47500,OPR,4,3,Short,Divorced,High School,3,96,1,4,0,Highly Likely
22,70500,CS,3,3.5,Medium,Divorced,Bachelor,3.667,6,1,3,16,Highly Likely
5,67500,SL,3,3.5,Short,Married,Bachelor,3,30,1,4,0,Highly Likely
4,75500,MKT,4,3.5,Medium,Married,Bachelor,3.667,12,1,4,0,Highly Likely
6,69000,MKT,3,3.5,Medium,Married,Bachelor,3.333,18,1,4,0,Highly Likely
13,83500,ACC,4,4,Long,Divorced,Bachelor,3.333,24,1,3,1,Highly Likely
14,82000,ACC,4,3.5,Medium,Divorced,Bachelor,3.333,18,1,3,2,Highly Likely
2,67500,Legal,5,4,Short,Single,High School,3.333,80,1,3.62,0,Highly Likely
9,74500,PRO,3,4.5,Long,Divorced,Bachelor,4,18,1,3,1,Highly Likely
8,63500,OPR,4,4,Long,Married,Bachelor,3.333,30,1,3,1,Highly Likely
4,75000,SL,2,3.5,Short,Married,Bachelor,3.333,18,1,3,0,Highly Likely
2,61000,PR,3,3.5,Long,Married,Bachelor,3.667,24,1,3,0,Highly Likely
6,61500,OPR,3,4,Medium,Divorced,High School,3.333,32,1,3,0,Highly Likely
3,60500,IT,4,3.5,Long,Married,Bachelor,3.333,24,1,3,0,Highly Likely
7,53000,OPR,5,3.5,Short,Single,High School,2.667,40,1,3,1,Highly Likely
5,60000,OPR,2,3.5,Long,Married,Bachelor,3,24,1,3,0,Highly Likely
7,67000,HR,4,3.5,Long,Married,Bachelor,3,18,1,4,0,Highly Likely
10,70500,MKT,5,4,Medium,Divorced,Bachelor,4,18,1,3.62,3,Highly Likely
3,66500,PR,4,3.5,Long,Single,Master,3.333,30,1,4,0,Highly Likely
4,62000,SL,5,4,Medium,Married,Bachelor,3.363,12,1,3,0,Highly Likely
9,66000,RD,4,3.5,Medium,Married,High School,3.333,30,1,3,2,Highly Likely
8,67000,OPR,3,3,Short,Married,High School,4,64,1,3,0,Highly Likely
3,70000,OPR,5,3,Long,Single,Master,3.333,12,1,3,0,Highly Likely
5,68000,IT,5,4,Long,Divorced,Master,3.667,12,1,3,0,Highly Likely
3,72000,RD,3,3,Long,Married,Bachelor,3,36,1,3,0,Highly Likely
6,61000,SL,5,4,Medium,Married,Bachelor,3.667,36,1,2,0,Highly Likely
5,65000,PM,4,3,Medium,Divorced,Bachelor,3.333,24,1,3,0,Highly Likely
12,73500,MKT,5,4.5,Short,Married,High School,4.333,80,1,3,5,Highly Likely
7,69500,SL,4,3.5,Medium,Married,Bachelor,3,24,1,3,2,Highly Likely
3,60000,RD,2,4,Short,Married,Bachelor,3.667,12,1,3,0,Highly Likely
11,60000,QA,3,3.5,Short,Married,High School,3,80,1,3,5,Highly Likely
6,62500,HR,5,3.5,Long,Single,Bachelor,3.333,24,1,3,0,Highly Likely
5,58500,HR,2,4.5,Long,Married,Bachelor,3,30,1,3,0,Highly Likely
7,53000,IT,3,3,Short,Married,Bachelor,3,30,1,3,1,Highly Likely
6,64000,QA,2,3.5,Medium,Single,High School,3.333,40,1,3,0,Highly Likely
15,77500,RD,4,4,Long,Married,Bachelor,3.667,36,1,4,7,Highly Likely
12,78000,QA,2,4,Medium,Married,Bachelor,3.333,30,1,3,5,Highly Likely
3,66500,ACC,3,3.5,Short,Divorced,High School,3,64,1,3,0,Highly Likely
2,49000,FM,3,3.5,Medium,Divorced,Bachelor,3,18,1,3,0,Highly Likely
8,68500,Legal,2,3.5,Medium,Married,Bachelor,3.333,18,1,4,0,Highly Likely
8,82500,SL,2,3.5,Medium,Married,High School,3,32,1,2,1,Highly Likely
5,60000,PM,3,4.5,Long,Single,Bachelor,3.667,6,1,2,0,Highly Likely
14,77500,PM,4,4,Long,Divorced,Master,3,12,1,3,8,Highly Likely
10,77000,ACC,2,3,Short,Single,Bachelor,3,12,1,4,1,Highly Likely
7,66000,FM,4,4,Long,Married,Bachelor,3.667,24,1,3,1,Highly Likely
3,50500,CS,4,4,Medium,Married,High School,3.333,64,1,2,0,Highly Likely
3,59000,ACC,5,4.5,Medium,Single,High School,3.333,64,1,4,0,Highly Likely
3,73000,SL,4,3.5,Long,Married,High School,3.333,32,1,4,0,Highly Likely
15,66500,SL,2,5,Long,Married,Bachelor,3.667,30,1,3,3,Highly Likely
4,64000,ADM,5,4,Long,Married,Bachelor,3,30,1,3,0,Highly Likely
16,71000,CS,3,4,Short,Divorced,High School,3.667,88,1,3,3,Highly Likely
10,69500,OPR,3,3.5,Long,Single,High School,4,88,1,4,1,Highly Likely
7,53500,HR,4,3.5,Long,Married,High School,3,48,1,3,1,Highly Likely
12,76500,SL,5,4,Medium,Single,Bachelor,3.667,36,1,3,3,Highly Likely
4,46000,CS,3,3.5,Long,Married,Bachelor,3.667,24,1,4,0,Highly Likely
3,63500,RD,4,3.5,Short,Divorced,High School,3.333,56,1,3.62,0,Highly Likely
9,73500,ACC,3,4,Long,Married,Bachelor,3,12,1,3,3,Highly Likely
16,68500,CS,2,3.5,Medium,Single,High School,4,80,1,3,5,Highly Likely
17,62000,Legal,4,4,Short,Divorced,High School,2.667,56,1,3,0,Highly Likely
5,65500,CS,5,3.5,Medium,Married,Bachelor,3.333,18,1,3,0,Highly Likely
7,69500,IT,3,3.5,Medium,Divorced,High School,3.333,72,1,3,1,Highly Likely
7,73000,Legal,3,4.5,Long,Married,Bachelor,4,18,1,3,0,Highly Likely
5,58000,PR,4,3,Medium,Single,High School,3.333,80,1,4,0,Highly Likely
8,68000,SL,3,3.5,Short,Single,High School,3.333,30,1,3,2,Highly Likely
8,71000,ACC,5,3.5,Medium,Married,Bachelor,3.667,6,1,3,0,Highly Likely
11,72500,MKT,4,4,Long,Divorced,Bachelor,3.667,30,1,3,3,Highly Likely
5,63000,OPR,2,4,Short,Married,Master,3.667,12,1,2,0,Highly Likely
10,76500,PRO,3,4,Short,Married,Bachelor,3.333,6,1,3,1,Highly Likely
2,57000,OPR,5,4.5,Long,Married,Bachelor,3.667,30,1,3,0,Highly Likely
8,54000,PM,3,3.5,Medium,Divorced,High School,3.333,64,1,3,2,Highly Likely
11,77500,ACC,3,4,Medium,Married,Bachelor,3,12,1,3,0,Highly Likely
11,72500,PRO,3,4,Long,Married,Bachelor,3.333,12,1,4,1,Highly Likely
9,62000,QA,3,4.5,Short,Single,Bachelor,2.667,18,1,3,3,Highly Likely
12,77000,SL,4,4,Short,Married,High School,3.667,88,1,4,0,Highly Likely
3,54000,RD,4,3.5,Long,Single,High School,3.333,32,1,4,0,Highly Likely
11,75500,SL,4,3.5,Long,Married,Bachelor,3.333,18,1,3,5,Highly Likely
9,72000,ACC,3,4,Long,Married,Master,3,6,1,3,0,Highly Likely
11,64000,CS,5,3.5,Long,Single,Bachelor,3.333,30,1,3,2,Highly Likely
2,58000,HR,3,3,Long,Married,Bachelor,3.333,36,1,3,0,Highly Likely
7,66000,PRO,5,3.5,Short,Divorced,Master,3.667,36,1,5,0,Highly Likely
8,56500,ADM,3,4,Medium,Married,Bachelor,3.333,30,1,3,0,Highly Likely
5,60000,CS,4,3.5,Short,Married,High School,4,80,1,3,0,Highly Likely
14,78500,ACC,3,3.5,Medium,Married,Bachelor,3,12,1,3,3,Highly Likely
5,74000,PRO,2,3.5,Long,Single,Bachelor,2.667,24,0,3,0,Highly Likely
5,65500,Legal,3,3.5,Short,Single,Bachelor,3.333,24,1,3,0,Highly Likely
9,72000,PRO,5,4,Short,Divorced,Bachelor,3.667,12,1,3,1,Highly Likely
4,59500,HR,1,3.5,Medium,Married,High School,3.667,40,1,3,0,Highly Likely
10,68500,SL,2,4.5,Medium,Divorced,High School,3.667,88,1,4,3,Highly Likely
21,82000,SL,4,3.5,Short,Single,High School,3.333,32,1,4,11,Highly Likely
11,76000,PR,2,3.5,Short,Divorced,Bachelor,3,30,0,3.62,4,Highly Likely
7,57500,PRO,5,4,Short,Single,Bachelor,3.333,12,1,3,0,Highly Likely
6,64000,PRO,2,3.5,Medium,Single,High School,3.333,56,1,3,0,Highly Likely
3,50000,OPR,3,3.5,Medium,Married,High School,3.333,72,1,3,0,Highly Likely
8,67500,RD,4,3.5,Long,Married,Bachelor,3,12,1,2,2,Highly Likely
2,51000,CS,5,4.5,Medium,Married,Bachelor,3.667,18,1,3,0,Highly Likely
10,56500,PM,2,3,Short,Married,High School,3.333,88,1,3,2,Highly Likely
6,70000,RD,5,4.5,Long,Married,Bachelor,3.333,30,1,3,0,Highly Likely
5,67000,ACC,2,3.5,Short,Married,Master,2.667,18,1,3,0,Highly Likely
5,65500,PRO,4,4,Medium,Divorced,High School,3.333,88,1,3,0,Highly Likely
1,61000,ACC,2,4,Medium,Married,Bachelor,3.667,24,1,3,0,Highly Likely
6,73000,SL,3,3.5,Medium,Married,Bachelor,3.667,6,1,4,0,Highly Likely
10,83000,SL,3,4,Medium,Married,Bachelor,3.333,18,1,3,1,Highly Likely
9,75000,SL,2,4,Medium,Married,Bachelor,3.333,18,0,3,2,Highly Likely
3,68000,SL,3,3.5,Short,Married,Bachelor,3.333,30,1,3,0,Highly Likely
6,65500,ADM,2,3.5,Medium,Single,Bachelor,2.667,12,1,3,0,Highly Likely
3,78000,IT,5,4,Long,Married,Master,3,24,1,3,0,Highly Likely
2,59500,CS,3,4,Short,Married,High School,3.333,56,1,3.62,0,Highly Likely
11,66000,MKT,4,4,Short,Divorced,Bachelor,3.333,30,1,3,1,Highly Likely
3,56500,PM,3,3.5,Medium,Divorced,Bachelor,3.333,18,1,4,0,Highly Likely
10,67000,CS,2,3,Long,Married,Bachelor,3,18,1,4,4,Highly Likely
5,58500,RD,4,2.5,Medium,Single,Bachelor,2.667,30,1,3,0,Highly Likely
4,66500,ACC,4,4,Medium,Married,High School,4,48,1,4,0,Highly Likely
3,73500,PM,5,5,Short,Divorced,Bachelor,3.667,30,1,3,0,Highly Likely
6,57000,PRO,5,4.5,Medium,Divorced,High School,4,56,1,4,0,Highly Likely
3,63000,HR,5,3.5,Medium,Married,Bachelor,3.333,24,1,3.62,0,Highly Likely
9,70000,Legal,5,3,Long,Divorced,Bachelor,3.333,12,1,3,3,Highly Likely
7,67500,PRO,5,4,Medium,Married,Bachelor,4,30,1,4,0,Highly Likely
18,70500,CS,4,3.5,Long,Single,Bachelor,3.667,18,1,4,3,Highly Likely
7,69000,RD,4,3,Medium,Single,Bachelor,3.333,36,1,3,0,Highly Likely
11,70000,CS,4,4,Long,Divorced,Bachelor,3,24,1,4,3,Highly Likely
14,77000,MKT,3,3.5,Short,Married,Bachelor,3.363,30,1,4,7,Highly Likely
4,59000,ADM,5,4.5,Long,Married,High School,3.333,80,1,3,0,Highly Likely
8,62000,ACC,4,4,Long,Single,High School,3.333,88,0,4,1,Highly Likely
6,68500,MKT,3,4.5,Medium,Married,High School,3.667,48,1,3,0,Highly Likely
8,83500,Legal,2,4,Medium,Married,Bachelor,3.333,24,1,2,1,Highly Likely
11,76000,SL,5,4,Long,Married,Bachelor,3,24,1,2,5,Highly Likely
3,62000,ACC,3,3.5,Medium,Divorced,Bachelor,3.333,30,1,3,0,Highly Likely
11,73500,QA,5,4,Short,Divorced,Bachelor,3.333,12,1,3,2,Highly Likely
7,55500,HR,5,4.5,Short,Married,Bachelor,3.333,30,1,3,0,Highly Likely
6,49500,ADM,1,3.5,Short,Married,High School,3.667,64,1,3,0,Highly Likely
7,50500,CS,3,3.5,Short,Married,Bachelor,3,36,1,4,1,Highly Likely
9,62000,CS,3,3,Short,Married,Bachelor,3,12,1,4,1,Highly Likely
12,65000,PM,2,3.5,Medium,Married,High School,3.333,64,1,3,6,Highly Likely
18,83500,QA,5,3,Medium,Divorced,Master,2.667,18,1,3,7,Highly Likely
10,65000,IT,3,4.5,Short,Divorced,Bachelor,3.667,12,1,3,4,Highly Likely
10,66000,RD,5,4,Medium,Divorced,High School,3.333,30,1,3,4,Highly Likely
6,51500,MKT,4,3.5,Long,Single,High School,3.333,40,1,4,0,Highly Likely
1,80500,MKT,3,3.5,Short,Divorced,Master,4,30,0,3,0,Highly Likely
10,68500,MKT,2,3.5,Medium,Married,Master,3,30,0,3,2,Highly Likely
8,52500,QA,3,4,Long,Married,Bachelor,3.667,30,1,3,2,Highly Likely
9,69000,Legal,4,4,Long,Divorced,High School,4,80,1,4,1,Highly Likely
13,75000,IT,3,4,Long,Single,Bachelor,3.333,30,1,4,3,Highly Likely
1,49000,IT,4,4,Long,Married,High School,3.333,72,1,3,0,Highly Likely
7,74500,SL,3,3.5,Medium,Single,Bachelor,3,30,1,2,0,Highly Likely
4,63000,PM,5,4,Medium,Married,Bachelor,3.333,30,1,3,0,Highly Likely
2,64000,MKT,3,3.5,Medium,Single,Bachelor,3.333,12,1,4,0,Highly Likely
11,76500,SL,5,4,Short,Married,Bachelor,3.333,18,1,3,1,Highly Likely
8,67500,SL,4,4.5,Short,Divorced,Bachelor,3.667,24,1,4,0,Highly Likely
11,72500,SL,3,4,Medium,Married,Master,3.667,12,1,4,1,Highly Likely
20,70500,CS,3,4,Short,Divorced,Master,3.333,12,1,4,8,Highly Likely
8,68500,MKT,2,3.5,Long,Single,Bachelor,3.333,30,1,4,0,Highly Likely
6,69000,MKT,3,4,Short,Married,Bachelor,3.667,12,1,4,0,Highly Likely
3,65000,PRO,5,4,Short,Married,Bachelor,3.667,30,1,3,0,Highly Likely
4,40500,FM,3,3.5,Long,Married,High School,3,80,1,3,0,Highly Likely
22,85500,IT,5,4.5,Long,Married,High School,3.333,72,1,2,3,Highly Likely
5,65000,MKT,3,3.5,Short,Single,Bachelor,3,24,1,3,0,Highly Likely
7,68000,PR,5,4,Short,Divorced,Bachelor,3.333,12,1,4,0,Highly Likely
3,68000,HR,5,4,Long,Married,High School,3.333,56,1,2,0,Highly Likely
8,71000,RD,3,3.5,Short,Married,Bachelor,3,30,0,3,2,Highly Likely
7,53000,OPR,2,4,Long,Married,Bachelor,3.667,24,1,3,0,Highly Likely
5,63000,MKT,5,4,Medium,Single,High School,3.333,80,1,3,0,Highly Likely
10,80000,SL,5,3.5,Medium,Single,Bachelor,3,30,1,3,1,Highly Likely
3,61000,ACC,4,4,Medium,Divorced,High School,3,80,1,3,0,Highly Likely
7,71500,HR,1,3.5,Short,Married,Master,3,30,1,3,1,Highly Likely
9,70000,CS,4,4.5,Medium,Married,Bachelor,4,30,1,3,0,Highly Likely
10,71000,RD,5,3,Medium,Married,High School,2.667,88,1,2,4,Highly Likely
3,78000,SL,5,4,Long,Married,Master,3.363,12,1,3,0,Highly Likely
2,64000,MKT,5,3.5,Short,Married,Bachelor,3.333,12,1,3.62,0,Highly Likely
6,69500,ACC,3,4.5,Medium,Divorced,Bachelor,3.667,12,1,4,0,Highly Likely
16,84500,RD,4,4.5,Short,Divorced,Bachelor,3.667,24,1,3,4,Highly Likely
7,66500,CS,5,4.5,Long,Married,Bachelor,3.667,30,1,3,0,Highly Likely
7,66500,PM,3,4,Medium,Married,High School,3.333,64,1,4,1,Highly Likely
13,75000,RD,3,4,Short,Married,Bachelor,3.667,18,1,3,7,Highly Likely
12,65500,SL,3,4,Long,Married,Bachelor,3.333,30,1,2,1,Highly Likely
8,75500,SL,5,4.5,Short,Single,Bachelor,3.333,12,1,3,2,Highly Likely
6,66000,PRO,5,4,Medium,Married,Bachelor,3.667,24,1,3,0,Highly Likely
8,64000,IT,3,3.5,Long,Single,High School,3,40,1,3,0,Highly Likely
15,66000,QA,4,3.5,Short,Single,Bachelor,3.333,12,0,3,7,Highly Likely
5,68000,RD,4,3.5,Medium,Divorced,Bachelor,3.333,12,0,3,0,Highly Likely
5,61500,SL,3,4,Medium,Divorced,High School,4,48,1,2,0,Highly Likely
3,58500,PRO,4,4,Long,Divorced,Bachelor,3.667,30,0,4,0,Highly Likely
8,54500,IT,4,5,Short,Divorced,High School,3.667,96,1,3,0,Highly Likely
10,66500,ADM,2,4.5,Medium,Married,High School,3.667,30,1,3,0,Highly Likely
11,71500,PRO,1,4,Long,Married,High School,2.667,30,0,3,4,Highly Likely
6,70500,SL,5,4,Medium,Single,Bachelor,3.667,6,1,2,0,Highly Likely
13,79500,RD,2,4.5,Short,Married,Bachelor,3,24,1,3,6,Highly Likely
5,70500,ACC,3,4,Medium,Divorced,Bachelor,3,24,1,3,0,Highly Likely
